awardeeCounty,Year_date,awardee,d_inv,d_59,estimatedTotalAmt,d_99,estimatedTotalAmt_d_99,total
Rolla,2015,UNIVERSITY OF MISSOURI SYSTEM,0,4,200000,0,0,200000
Rolla,2016,UNIVERSITY OF MISSOURI SYSTEM,0,2,100000,0,0,100000
Rolla,2017,UNIVERSITY OF MISSOURI SYSTEM,0,1,50000,0,0,50000
Rolla,2018,UNIVERSITY OF MISSOURI SYSTEM,0,1,50000,0,0,50000
Rolla,2019,UNIVERSITY OF MISSOURI SYSTEM,0,1,50000,0,0,50000
Rolla,2021,UNIVERSITY OF MISSOURI SYSTEM,0,2,100000,0,0,100000
Ruston,2014,LOUISIANA TECH UNIVERSITY,0,1,50000,0,0,50000
Ruston,2018,LOUISIANA TECH UNIVERSITY,0,1,50000,0,0,50000
Sacramento,2014,"UNIVERSITY ENTERPRISES, INC.",0,1,50000,0,0,50000
Saint Louis,2016,SAINT LOUIS UNIVERSITY,0,1,20030,0,0,20030
Saint Louis,2018,SAINT LOUIS UNIVERSITY,1,0,0,1,255000,255000
Saint Louis,2019,SAINT LOUIS UNIVERSITY,0,1,50000,0,0,50000
Saint Louis,2020,SAINT LOUIS UNIVERSITY,0,1,50000,0,0,50000
Saint Louis,2021,"WASHINGTON UNIVERSITY, THE",0,1,50000,0,0,50000
Salt Lake City,2012,"UNIVERSITY OF UTAH, THE",0,1,50000,0,0,50000
Salt Lake City,2014,"UNIVERSITY OF UTAH, THE",1,0,0,1,300000,300000
Salt Lake City,2015,"UNIVERSITY OF UTAH, THE",0,2,100000,0,0,100000
Salt Lake City,2017,"UNIVERSITY OF UTAH, THE",1,0,0,1,297848,297848
Salt Lake City,2019,"UNIVERSITY OF UTAH, THE",0,2,100000,0,0,100000
Salt Lake City,2020,"UNIVERSITY OF UTAH, THE",0,1,50000,0,0,50000
Salt Lake City,2021,"UNIVERSITY OF UTAH, THE",0,2,100000,0,0,100000
San Antonio,2014,"UNIVERSITY OF TEXAS AT SAN ANTONIO, THE",1,0,0,1,294103,294103
San Antonio,2015,"UNIVERSITY OF TEXAS AT SAN ANTONIO, THE",0,3,150000,0,0,150000
San Antonio,2016,"UNIVERSITY OF TEXAS AT SAN ANTONIO, THE",0,4,172254,0,0,172254
San Antonio,2017,"UNIVERSITY OF TEXAS AT SAN ANTONIO, THE",0,5,250000,1,299820,549820
San Antonio,2018,"UNIVERSITY OF TEXAS AT SAN ANTONIO, THE",0,2,100000,0,0,100000
San Antonio,2019,"UNIVERSITY OF TEXAS AT SAN ANTONIO, THE",0,1,50000,0,0,50000
San Antonio,2019,UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER OF SAN ANTONIO,0,1,50000,0,0,50000
San Antonio,2020,"UNIVERSITY OF TEXAS AT SAN ANTONIO, THE",0,1,50000,0,0,50000
San Diego,2013,SAN DIEGO STATE UNIVERSITY FOUNDATION,0,1,50000,0,0,50000
San Diego,2014,SAN DIEGO STATE UNIVERSITY FOUNDATION,1,0,0,1,300000,300000
San Diego,2016,SAN DIEGO STATE UNIVERSITY FOUNDATION,0,1,50000,0,0,50000
San Diego,2017,SAN DIEGO STATE UNIVERSITY FOUNDATION,1,0,0,1,300000,300000
San Diego,2018,SAN DIEGO STATE UNIVERSITY FOUNDATION,0,1,50000,0,0,50000
San Diego,2020,SAN DIEGO STATE UNIVERSITY FOUNDATION,0,1,50000,0,0,50000
San Diego,2021,SAN DIEGO STATE UNIVERSITY FOUNDATION,0,1,50000,0,0,50000
San Francisco,2016,"REGENTS OF THE UNIVERSITY OF CALIFORNIA, SAN FRANCISCO, THE",0,1,50000,0,0,50000
San Francisco,2020,"REGENTS OF THE UNIVERSITY OF CALIFORNIA, SAN FRANCISCO, THE",0,1,50000,0,0,50000
San Francisco,2021,SAN FRANCISCO STATE UNIVERSITY,0,1,50000,0,0,50000
San Francisco,2022,"REGENTS OF THE UNIVERSITY OF CALIFORNIA, SAN FRANCISCO, THE",0,1,50000,0,0,50000
San Jose,2016,SAN JOSE STATE UNIVERSITY RESEARCH FOUNDATION,0,1,50000,0,0,50000
San Jose,2017,SAN JOSE STATE UNIVERSITY RESEARCH FOUNDATION,0,1,50000,0,0,50000
San Juan,2016,UNIVERSITY OF PUERTO RICO,0,1,50000,0,0,50000
San Juan,2020,UNIVERSITY OF PUERTO RICO,0,1,50000,0,0,50000
San Marcos,2015,TEXAS STATE UNIVERSITY,0,1,50000,0,0,50000
San Marcos,2018,TEXAS STATE UNIVERSITY,1,0,0,1,254107,254107
San Marcos,2021,TEXAS STATE UNIVERSITY,0,3,150000,0,0,150000
San Marcos,2022,TEXAS STATE UNIVERSITY,0,3,150000,0,0,150000
Santa Barbara,2013,"UNIVERSITY OF CALIFORNIA, SANTA BARBARA",0,1,50000,0,0,50000
Santa Barbara,2015,"UNIVERSITY OF CALIFORNIA, SANTA BARBARA",0,2,100000,0,0,100000
Santa Barbara,2016,"UNIVERSITY OF CALIFORNIA, SANTA BARBARA",0,1,50000,0,0,50000
Santa Barbara,2017,"UNIVERSITY OF CALIFORNIA, SANTA BARBARA",0,1,50000,0,0,50000
Santa Barbara,2020,"UNIVERSITY OF CALIFORNIA, SANTA BARBARA",0,1,50000,0,0,50000
Santa Cruz,2012,"UNIVERSITY OF CALIFORNIA, SANTA CRUZ",0,2,100000,0,0,100000
Santa Cruz,2014,"UNIVERSITY OF CALIFORNIA, SANTA CRUZ",0,1,50000,0,0,50000
Santa Cruz,2015,"UNIVERSITY OF CALIFORNIA, SANTA CRUZ",0,2,100000,0,0,100000
Santa Cruz,2016,"UNIVERSITY OF CALIFORNIA, SANTA CRUZ",0,1,50000,0,0,50000
Santa Cruz,2017,"UNIVERSITY OF CALIFORNIA, SANTA CRUZ",0,2,100000,1,494821,594821
Santa Cruz,2018,"UNIVERSITY OF CALIFORNIA, SANTA CRUZ",0,1,50000,0,0,50000
Santa Cruz,2019,"UNIVERSITY OF CALIFORNIA, SANTA CRUZ",0,2,100000,0,0,100000
Santa Cruz,2020,"UNIVERSITY OF CALIFORNIA, SANTA CRUZ",0,1,50000,0,0,50000
Schenectady,2013,TRUSTEES OF UNION COLLEGE IN THE TOWN OF SCHENECTADY IN THE STATE OF NEW YORK,0,1,50000,0,0,50000
Schenectady,2018,TRUSTEES OF UNION COLLEGE IN THE TOWN OF SCHENECTADY IN THE STATE OF NEW YORK,0,1,50000,0,0,50000
Scranton,2020,UNIVERSITY OF SCRANTON,0,1,50000,0,0,50000
Scranton,2022,UNIVERSITY OF SCRANTON,0,1,50000,0,0,50000
Seattle,2011,UNIVERSITY OF WASHINGTON,0,1,50000,0,0,50000
Seattle,2012,UNIVERSITY OF WASHINGTON,0,1,50000,0,0,50000
Seattle,2014,UNIVERSITY OF WASHINGTON,0,1,50000,0,0,50000
Seattle,2015,UNIVERSITY OF WASHINGTON,0,1,50000,1,299997,349997
Seattle,2016,UNIVERSITY OF WASHINGTON,0,1,50000,0,0,50000
Seattle,2018,UNIVERSITY OF WASHINGTON,0,1,50000,0,0,50000
Seattle,2019,UNIVERSITY OF WASHINGTON,0,2,100000,0,0,100000
Seattle,2020,UNIVERSITY OF WASHINGTON,0,3,150000,0,0,150000
Seattle,2021,UNIVERSITY OF WASHINGTON,0,3,150000,0,0,150000
Seattle,2022,UNIVERSITY OF WASHINGTON,0,2,100000,0,0,100000
Somerville,2015,TRUSTEES OF TUFTS COLLEGE INC,0,1,50000,0,0,50000
Somerville,2020,TRUSTEES OF TUFTS COLLEGE INC,0,1,50000,0,0,50000
Springfield,2017,DRURY UNIVERSITY,0,1,9459,0,0,9459
Stanford,2013,"LELAND STANFORD JUNIOR UNIVERSITY, THE",0,1,50000,0,0,50000
Stanford,2015,"LELAND STANFORD JUNIOR UNIVERSITY, THE",0,3,150000,0,0,150000
Stanford,2020,"LELAND STANFORD JUNIOR UNIVERSITY, THE",0,2,100000,0,0,100000
Stanford,2021,"LELAND STANFORD JUNIOR UNIVERSITY, THE",0,3,150000,0,0,150000
Staten Island,2021,RESEARCH FOUNDATION OF THE CITY UNIVERSITY OF NEW YORK,0,1,50000,0,0,50000
Stillwater,2012,OKLAHOMA STATE UNIVERSITY,0,1,50000,0,0,50000
Stillwater,2013,OKLAHOMA STATE UNIVERSITY,0,1,50000,0,0,50000
Stillwater,2014,OKLAHOMA STATE UNIVERSITY,0,1,50000,0,0,50000
Stillwater,2016,OKLAHOMA STATE UNIVERSITY,1,0,0,1,300000,300000
Stillwater,2018,OKLAHOMA STATE UNIVERSITY,0,1,50000,0,0,50000
Stillwater,2019,OKLAHOMA STATE UNIVERSITY,0,2,100000,0,0,100000
Stillwater,2020,OKLAHOMA STATE UNIVERSITY,0,3,150000,0,0,150000
Stillwater,2021,OKLAHOMA STATE UNIVERSITY,0,3,150000,0,0,150000
Stillwater,2022,OKLAHOMA STATE UNIVERSITY,0,1,50000,0,0,50000
Stony Brook,2011,"RESEARCH FOUNDATION FOR THE STATE UNIVERSITY OF NEW YORK, THE",0,1,50000,0,0,50000
Stony Brook,2014,"RESEARCH FOUNDATION FOR THE STATE UNIVERSITY OF NEW YORK, THE",0,1,50000,0,0,50000
Stony Brook,2018,"RESEARCH FOUNDATION FOR THE STATE UNIVERSITY OF NEW YORK, THE",0,2,100000,0,0,100000
Stony Brook,2020,"RESEARCH FOUNDATION FOR THE STATE UNIVERSITY OF NEW YORK, THE",0,1,50000,0,0,50000
Stony Brook,2021,"RESEARCH FOUNDATION FOR THE STATE UNIVERSITY OF NEW YORK, THE",0,1,50000,0,0,50000
Storrs Mansfield,2011,UNIVERSITY OF CONNECTICUT,0,1,50000,0,0,50000
Storrs Mansfield,2012,UNIVERSITY OF CONNECTICUT,0,2,100000,0,0,100000
Storrs Mansfield,2013,UNIVERSITY OF CONNECTICUT,0,1,50000,0,0,50000
Storrs Mansfield,2015,UNIVERSITY OF CONNECTICUT,0,2,100000,1,300000,400000
Storrs Mansfield,2016,UNIVERSITY OF CONNECTICUT,0,1,50000,0,0,50000
Storrs Mansfield,2017,UNIVERSITY OF CONNECTICUT,0,1,50000,0,0,50000
Syracuse,2012,SYRACUSE UNIVERSITY,0,2,100000,0,0,100000
Syracuse,2014,SYRACUSE UNIVERSITY,0,1,50000,0,0,50000
Syracuse,2018,SYRACUSE UNIVERSITY,0,1,50000,0,0,50000
Syracuse,2020,"RESEARCH FOUNDATION FOR THE STATE UNIVERSITY OF NEW YORK, THE",0,1,50000,0,0,50000
Syracuse,2020,SYRACUSE UNIVERSITY,0,2,85430,0,0,85430
Syracuse,2021,"RESEARCH FOUNDATION FOR THE STATE UNIVERSITY OF NEW YORK, THE",0,1,50000,0,0,50000
Syracuse,2021,SYRACUSE UNIVERSITY,0,1,50000,0,0,50000
Tallahassee,2012,FLORIDA STATE UNIVERSITY,0,1,50000,0,0,50000
Tallahassee,2013,FLORIDA STATE UNIVERSITY,0,2,100000,0,0,100000
Tallahassee,2014,FLORIDA STATE UNIVERSITY,0,4,200000,0,0,200000
Tallahassee,2015,FLORIDA A & M UNIVERSITY,0,1,50000,0,0,50000
Tallahassee,2015,FLORIDA STATE UNIVERSITY,0,1,50000,0,0,50000
Tallahassee,2017,FLORIDA STATE UNIVERSITY,0,1,50000,0,0,50000
Tallahassee,2019,FLORIDA A & M UNIVERSITY,0,1,50000,0,0,50000
Tallahassee,2022,FLORIDA A & M UNIVERSITY,0,1,50000,0,0,50000
Tampa,2013,UNIVERSITY OF SOUTH FLORIDA,0,1,50000,0,0,50000
Tampa,2014,UNIVERSITY OF SOUTH FLORIDA,0,5,250000,0,0,250000
Tampa,2015,UNIVERSITY OF SOUTH FLORIDA,0,8,400000,1,299708,699708
Tampa,2016,UNIVERSITY OF SOUTH FLORIDA,0,7,350000,0,0,350000
Tampa,2017,UNIVERSITY OF SOUTH FLORIDA,0,4,200000,0,0,200000
Tampa,2018,UNIVERSITY OF SOUTH FLORIDA,0,2,100000,1,160000,260000
Tampa,2019,UNIVERSITY OF SOUTH FLORIDA,0,1,50000,0,0,50000
Tampa,2020,UNIVERSITY OF SOUTH FLORIDA,0,1,50000,1,200000,250000
Tampa,2021,UNIVERSITY OF SOUTH FLORIDA,0,2,100000,0,0,100000
Tampa,2022,UNIVERSITY OF SOUTH FLORIDA,0,2,100000,0,0,100000
Tempe,2012,ARIZONA STATE UNIVERSITY,0,1,50000,0,0,50000
Tempe,2013,ARIZONA STATE UNIVERSITY,0,4,200000,0,0,200000
Tempe,2014,ARIZONA STATE UNIVERSITY,0,3,150000,0,0,150000
Tempe,2015,ARIZONA STATE UNIVERSITY,0,3,150000,0,0,150000
Tempe,2016,ARIZONA STATE UNIVERSITY,0,2,100000,1,296624,396624
Tempe,2017,ARIZONA STATE UNIVERSITY,0,2,100000,0,0,100000
Tempe,2018,ARIZONA STATE UNIVERSITY,0,2,100000,0,0,100000
Tempe,2020,ARIZONA STATE UNIVERSITY,0,2,100000,0,0,100000
Tempe,2021,ARIZONA STATE UNIVERSITY,0,2,100000,0,0,100000
Terre Haute,2015,INDIANA STATE UNIVERSITY,0,1,50000,0,0,50000
Toledo,2012,"UNIVERSITY OF TOLEDO, THE",0,2,100000,0,0,100000
Toledo,2013,"UNIVERSITY OF TOLEDO, THE",0,4,200000,1,300000,500000
Toledo,2015,"UNIVERSITY OF TOLEDO, THE",0,2,100000,0,0,100000
Toledo,2016,"UNIVERSITY OF TOLEDO, THE",0,11,550000,0,0,550000
Toledo,2017,"UNIVERSITY OF TOLEDO, THE",0,6,300000,1,298845,598845
Toledo,2018,"UNIVERSITY OF TOLEDO, THE",0,1,50000,0,0,50000
Toledo,2019,"UNIVERSITY OF TOLEDO, THE",0,1,50000,1,529996,579996
Toledo,2020,"UNIVERSITY OF TOLEDO, THE",0,2,100000,0,0,100000
Toledo,2021,"UNIVERSITY OF TOLEDO, THE",0,2,100000,0,0,100000
Toledo,2022,"UNIVERSITY OF TOLEDO, THE",0,1,50000,0,0,50000
Troy,2011,RENSSELAER POLYTECHNIC INSTITUTE,0,1,50000,0,0,50000
Troy,2013,RENSSELAER POLYTECHNIC INSTITUTE,0,1,50000,0,0,50000
Troy,2014,RENSSELAER POLYTECHNIC INSTITUTE,0,3,150000,0,0,150000
Troy,2015,RENSSELAER POLYTECHNIC INSTITUTE,0,1,50000,0,0,50000
Troy,2016,RENSSELAER POLYTECHNIC INSTITUTE,1,0,0,1,299988,299988
Troy,2021,RENSSELAER POLYTECHNIC INSTITUTE,0,1,50000,0,0,50000
Tucson,2011,UNIVERSITY OF ARIZONA,0,1,50000,0,0,50000
Tucson,2012,UNIVERSITY OF ARIZONA,0,1,50000,0,0,50000
Tucson,2013,UNIVERSITY OF ARIZONA,0,2,100000,0,0,100000
Tucson,2016,UNIVERSITY OF ARIZONA,1,0,0,1,300000,300000
Tucson,2018,UNIVERSITY OF ARIZONA,0,1,50000,0,0,50000
Tucson,2019,UNIVERSITY OF ARIZONA,0,3,150000,0,0,150000
Tucson,2020,UNIVERSITY OF ARIZONA,0,7,350000,0,0,350000
Tucson,2021,UNIVERSITY OF ARIZONA,0,5,250000,0,0,250000
Tucson,2022,UNIVERSITY OF ARIZONA,0,2,100000,0,0,100000
Tuscaloosa,2012,UNIVERSITY OF ALABAMA,0,1,50000,0,0,50000
Tuscaloosa,2015,UNIVERSITY OF ALABAMA,1,0,0,1,299999,299999
Tuscaloosa,2016,UNIVERSITY OF ALABAMA,0,1,50000,0,0,50000
Tuscaloosa,2017,UNIVERSITY OF ALABAMA,0,2,100000,0,0,100000
Tuscaloosa,2018,UNIVERSITY OF ALABAMA,0,2,100000,1,162500,262500
Tuscaloosa,2019,UNIVERSITY OF ALABAMA,0,4,200000,0,0,200000
Tuscaloosa,2020,UNIVERSITY OF ALABAMA,0,2,100000,0,0,100000
Tuscaloosa,2021,UNIVERSITY OF ALABAMA,0,2,100000,0,0,100000
University Park,2013,"PENNSYLVANIA STATE UNIVERSITY, THE",0,1,50000,0,0,50000
University Park,2015,"PENNSYLVANIA STATE UNIVERSITY, THE",0,1,50000,0,0,50000
University Park,2017,"PENNSYLVANIA STATE UNIVERSITY, THE",0,1,50000,1,500000,550000
University Park,2019,"PENNSYLVANIA STATE UNIVERSITY, THE",0,1,50000,0,0,50000
University Park,2021,"PENNSYLVANIA STATE UNIVERSITY, THE",0,1,50000,0,0,50000
University Park,2022,"PENNSYLVANIA STATE UNIVERSITY, THE",0,1,50000,0,0,50000
Urbana,2013,UNIVERSITY OF ILLINOIS,0,1,50000,0,0,50000
Urbana,2019,UNIVERSITY OF ILLINOIS,0,2,80524,0,0,80524
Urbana,2020,UNIVERSITY OF ILLINOIS,0,1,50000,0,0,50000
Urbana,2021,UNIVERSITY OF ILLINOIS,0,1,50000,0,0,50000
Valdosta,2014,VALDOSTA STATE UNIVERSITY,0,1,50000,0,0,50000
Valdosta,2015,VALDOSTA STATE UNIVERSITY,0,1,50000,0,0,50000
Vermillion,2015,THE UNIVERSITY OF SOUTH DAKOTA,0,1,50000,0,0,50000
Vermillion,2018,THE UNIVERSITY OF SOUTH DAKOTA,0,1,50000,0,0,50000
Versailles,2016,KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM,0,1,50000,0,0,50000
Waco,2019,BAYLOR UNIVERSITY,0,1,50000,0,0,50000
Waco,2020,BAYLOR UNIVERSITY,0,1,50000,0,0,50000
Wake,2012,NORTH CAROLINA STATE UNIVERSITY,0,1,50000,0,0,50000
Wake,2013,NORTH CAROLINA STATE UNIVERSITY,0,1,50000,0,0,50000
Wake,2015,NORTH CAROLINA STATE UNIVERSITY,0,2,100000,0,0,100000
Wake,2016,NORTH CAROLINA STATE UNIVERSITY,0,3,150000,0,0,150000
Wake,2017,NORTH CAROLINA STATE UNIVERSITY,1,0,0,1,499990,499990
Wake,2018,NORTH CAROLINA STATE UNIVERSITY,0,1,50000,0,0,50000
Wake,2019,NORTH CAROLINA STATE UNIVERSITY,0,1,50000,0,0,50000
Wake,2021,NORTH CAROLINA STATE UNIVERSITY,0,1,50000,0,0,50000
Wake,2022,NORTH CAROLINA STATE UNIVERSITY,0,1,50000,0,0,50000
Waller,2014,PRAIRIE VIEW A&M UNIVERSITY,0,1,50000,0,0,50000
Waltham,2015,"EDUCATION DEVELOPMENT CENTER, INC.",0,1,50000,0,0,50000
Waltham,2017,BRANDEIS UNIVERSITY,1,0,0,1,237050,237050
Waltham,2018,BRANDEIS UNIVERSITY,0,2,100000,0,0,100000
Waltham,2020,BRANDEIS UNIVERSITY,0,1,50000,0,0,50000
Waltham,2021,BRANDEIS UNIVERSITY,0,1,50000,0,0,50000
Washington,2011,"GEORGE WASHINGTON UNIVERSITY, THE",0,1,50000,0,0,50000
Washington,2012,"GEORGE WASHINGTON UNIVERSITY, THE",0,1,50000,0,0,50000
Washington,2013,"GEORGE WASHINGTON UNIVERSITY, THE",0,1,50000,0,0,50000
Washington,2014,AMERICAN CHEMICAL SOCIETY,0,1,50000,0,0,50000
Washington,2014,HOWARD UNIVERSITY (INC),0,1,50000,0,0,50000
Washington,2015,"GEORGE WASHINGTON UNIVERSITY, THE",0,2,100000,0,0,100000
Washington,2015,GEORGETOWN UNIVERSITY (THE),0,1,50000,0,0,50000
Washington,2015,HOWARD UNIVERSITY (INC),1,0,0,1,299998,299998
Washington,2016,"AMERICAN UNIVERSITY, THE",0,1,50000,0,0,50000
Washington,2016,"GEORGE WASHINGTON UNIVERSITY, THE",0,3,150000,0,0,150000
Washington,2016,HOWARD UNIVERSITY (INC),0,1,50000,0,0,50000
Washington,2016,WOMEN IN ENGINEERING PROGRAMS & ADVOCATES NETWORK,0,1,50000,0,0,50000
Washington,2017,"GEORGE WASHINGTON UNIVERSITY, THE",0,2,100000,1,499502,599502
Washington,2017,"AMERICAN UNIVERSITY, THE",1,0,0,1,254473,254473
Washington,2018,"GEORGE WASHINGTON UNIVERSITY, THE",0,4,200000,0,0,200000
Washington,2019,"AMERICAN UNIVERSITY, THE",0,1,50000,0,0,50000
Washington,2019,"GEORGE WASHINGTON UNIVERSITY, THE",0,4,200000,0,0,200000
Washington,2020,"GEORGE WASHINGTON UNIVERSITY, THE",0,4,200000,0,0,200000
Washington,2020,GEORGETOWN UNIVERSITY (THE),0,1,50000,0,0,50000
Washington,2021,"GEORGE WASHINGTON UNIVERSITY, THE",0,1,50000,0,0,50000
West Lafayette,2012,PURDUE UNIVERSITY,0,2,100000,0,0,100000
West Lafayette,2013,PURDUE UNIVERSITY,0,1,50000,0,0,50000
West Lafayette,2014,PURDUE UNIVERSITY,0,2,100000,0,0,100000
West Lafayette,2015,PURDUE UNIVERSITY,0,2,100000,1,197280,297280
West Lafayette,2016,PURDUE UNIVERSITY,0,10,500000,0,0,500000
West Lafayette,2017,PURDUE UNIVERSITY,0,9,450000,0,0,450000
West Lafayette,2018,PURDUE UNIVERSITY,0,4,200000,1,160000,360000
West Lafayette,2019,PURDUE UNIVERSITY,0,3,150000,0,0,150000
West Lafayette,2020,PURDUE UNIVERSITY,0,5,250000,0,0,250000
West Lafayette,2021,PURDUE UNIVERSITY,0,3,150000,0,0,150000
West Lafayette,2022,PURDUE UNIVERSITY,0,2,100000,0,0,100000
Wichita,2015,WICHITA STATE UNIVERSITY,0,1,50000,0,0,50000
Wichita,2016,WICHITA STATE UNIVERSITY,1,0,0,1,200000,200000
Wichita,2019,WICHITA STATE UNIVERSITY,0,1,50000,0,0,50000
Wichita,2022,WICHITA STATE UNIVERSITY,0,1,50000,0,0,50000
Wilmington,2022,UNIVERSITY OF NORTH CAROLINA AT WILMINGTON,0,1,50000,0,0,50000
Winston Salem,2020,WAKE FOREST UNIVERSITY HEALTH SCIENCES,0,1,50000,0,0,50000
Worcester,2013,WORCESTER POLYTECHNIC INSTITUTE,0,1,50000,0,0,50000
Worcester,2014,WORCESTER POLYTECHNIC INSTITUTE,0,2,100000,0,0,100000
Worcester,2018,WORCESTER POLYTECHNIC INSTITUTE,1,0,0,1,255000,255000
Worcester,2020,WORCESTER POLYTECHNIC INSTITUTE,0,1,50000,0,0,50000
Worcester,2021,WORCESTER POLYTECHNIC INSTITUTE,0,2,100000,0,0,100000
Worcester,2022,WORCESTER POLYTECHNIC INSTITUTE,0,1,50000,0,0,50000
Youngstown,2016,YOUNGSTOWN STATE UNIVERSITY,0,1,50000,0,0,50000
Ypsilanti,2015,EASTERN MICHIGAN UNIVERSITY,0,1,50000,0,0,50000
morgantown,2019,WEST VIRGINIA UNIVERSITY RESEARCH CORPORATION,0,2,100000,0,0,100000
morgantown,2020,WEST VIRGINIA UNIVERSITY RESEARCH CORPORATION,0,1,50000,0,0,50000
morgantown,2021,WEST VIRGINIA UNIVERSITY RESEARCH CORPORATION,0,2,100000,0,0,100000
morgantown,2022,WEST VIRGINIA UNIVERSITY RESEARCH CORPORATION,0,1,50000,0,0,50000
Chesterfield,2019,VIRGINIA STATE UNIVERSITY,0,1,50000,0,0,50000
